path,filename,folder,extension,word_count,line_count,md5,contains_authority_language,contains_runtime_language,likely_category,proposed_status,duplicate_filename_group,exact_duplicate_group
docs/canon/intake/_md/diff-intelligence.ts.md,diff-intelligence.ts.md,docs/canon/intake/_md,.md,283,203,95ef570b44ad5fea5ae1cbfd681dd9a5,no,yes,canon-intake,draft,,
docs/canon/intake/_md/docs-canon-GENRE_INTENT_EVALUATION_CANON.md.md,docs-canon-GENRE_INTENT_EVALUATION_CANON.md.md,docs/canon/intake/_md,.md,781,347,2041086079567518904a7529ea48332d,no,yes,canon-intake,draft,,
docs/canon/intake/_md/real wave-execution-layer.ts skeleton replaces stub maps Pass 3 findings → WAVE targets → waves to run.md,real wave-execution-layer.ts skeleton replaces stub maps Pass 3 findings → WAVE targets → waves to run.md,docs/canon/intake/_md,.md,1126,415,4f71c61c54978fc6ae1056df34a8e576,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/revision-orchestrator.ts.md,revision-orchestrator.ts.md,docs/canon/intake/_md,.md,43,25,1201fa54dbde8be24ec99b2a2da0ce26,no,yes,canon-intake,draft,,
docs/canon/intake/_md/wave-01-premise.ts first 10 real wave modules.md,wave-01-premise.ts first 10 real wave modules.md,docs/canon/intake/_md,.md,1156,457,9ba5b9863f436a635bf927b8aef2d9e3,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/wave-01-premise.ts real text changing module.md,wave-01-premise.ts real text changing module.md,docs/canon/intake/_md,.md,1334,537,e4d3bd6704bfa7864d93bee4c659c826,no,yes,canon-intake,draft,,
docs/canon/intake/_md/wave-13-dialogue-authenticity.ts executable for dialogue.md,wave-13-dialogue-authenticity.ts executable for dialogue.md,docs/canon/intake/_md,.md,890,346,43de2bd696637a457f8c6664b8e91791,no,yes,canon-intake,draft,,
docs/canon/intake/_md/wave-conflicts.ts.md,wave-conflicts.ts.md,docs/canon/intake/_md,.md,109,77,3454e42c310a9c049fce521e219ff0eb,no,yes,canon-intake,draft,,
docs/canon/intake/_md/wave-executor.ts.md,wave-executor.ts.md,docs/canon/intake/_md,.md,576,279,878c02ae9e68f00d084a7718bd25fcdc,no,yes,canon-intake,draft,,
docs/canon/intake/_md/wave-mapping-registry.ts.md,wave-mapping-registry.ts.md,docs/canon/intake/_md,.md,1064,371,9d657cd9def9e533f77ebd81a4486d67,no,yes,canon-intake,draft,,
docs/canon/intake/_md/wave-modules_wave-20-pov-purity.ts.md,wave-modules_wave-20-pov-purity.ts.md,docs/canon/intake/_md,.md,371,129,75715ca20b9bcd9c6b07558298e9a984,no,yes,canon-intake,draft,,
docs/canon/intake/_md/wave-planner.ts.md,wave-planner.ts.md,docs/canon/intake/_md,.md,315,207,87a39c2a10f0ba93d1cb161e658317d1,no,yes,canon-intake,draft,,
docs/canon/intake/_md/wave-registry.ts.md,wave-registry.ts.md,docs/canon/intake/_md,.md,318,291,2716329df38d07d7b42c367cfd068041,yes,yes,canon-intake,draft,,
docs/canon/registered/control/AUTHORITY.md,AUTHORITY.md,docs/canon/registered/control,.md,471,98,8468832025ea3c1bd1d0e45489e604cc,yes,yes,canon-control,secondary,AUTHORITY.md,
docs/canon/registered/control/BENCHMARK-CHARTER.md,BENCHMARK-CHARTER.md,docs/canon/registered/control,.md,511,100,5f6ef565f14c52a25989c0edbd085582,no,yes,canon-control,secondary,,
docs/canon/registered/control/CPDR-001-CANON-ENFORCEMENT-PLACEMENT.md,CPDR-001-CANON-ENFORCEMENT-PLACEMENT.md,docs/canon/registered/control,.md,630,129,3b55b986e9a6f3414e6ac36860f38847,yes,yes,canon-control,secondary,,
docs/canon/registered/control/LOST-WORLD-LESSONS-DOCTRINE-ADDENDUM.md,LOST-WORLD-LESSONS-DOCTRINE-ADDENDUM.md,docs/canon/registered/control,.md,609,123,4edb52c732b50f955f35c46481d20f3f,no,yes,canon-control,secondary,,
docs/canon/registered/control/REVISIONGRADE-CANON-ASSEMBLY-MATRIX.md,REVISIONGRADE-CANON-ASSEMBLY-MATRIX.md,docs/canon/registered/control,.md,2508,588,ab0c8c34c198bac04d066474bb6aacb8,yes,yes,canon-control,secondary,,
docs/canon/registered/control/REVISIONGRADE-CANON-DOCTRINE-REGISTRY.md,REVISIONGRADE-CANON-DOCTRINE-REGISTRY.md,docs/canon/registered/control,.md,2020,225,d10612fdb20e475f9c188a0962ae414b,yes,yes,canon-control,secondary,,
docs/canon/registered/control/VOLUME-II-A-OPERATIONAL-SCHEMA.md,VOLUME-II-A-OPERATIONAL-SCHEMA.md,docs/canon/registered/control,.md,1213,227,6a98b7753fff467ae7b79232cf4f24ad,yes,yes,canon-control,secondary,,
docs/canon/registered/control/VOLUMES-I-V-DEFINITIONS-CONTENT-REGISTRY-VIEW.md,VOLUMES-I-V-DEFINITIONS-CONTENT-REGISTRY-VIEW.md,docs/canon/registered/control,.md,833,221,172fd5d53dec2ab29af78e93f216039e,no,yes,canon-control,secondary,,
docs/canon/registered/control/WAVE-SYSTEM-EXECUTION-LAYER-MAP.md,WAVE-SYSTEM-EXECUTION-LAYER-MAP.md,docs/canon/registered/control,.md,229,61,3bcd629be16afc11ec390110c6cf7a6e,no,yes,canon-control,secondary,,
docs/canon/registered/control/criterion-observability-model.md,criterion-observability-model.md,docs/canon/registered/control,.md,408,133,052e7d19ebb60b8a947581e8cc74d225,no,yes,canon-control,secondary,,
docs/canon/registered/volumes/CANON-III-LESSONS-OF-THE-LIVING-SYSTEM.md,CANON-III-LESSONS-OF-THE-LIVING-SYSTEM.md,docs/canon/registered/volumes,.md,572,197,3eb796b0854df222d02206b5d2245f7a,no,no,canon-volumes,secondary,,
docs/canon/registered/volumes/REVISIONGRADE-EVALUATION-RUNTIME-GOVERNANCE.md,REVISIONGRADE-EVALUATION-RUNTIME-GOVERNANCE.md,docs/canon/registered/volumes,.md,4,1,24964fc88f0ccd55526ba4184dd56434,no,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/RITUAL-EDITOR-1.md,RITUAL-EDITOR-1.md,docs/canon/registered/volumes,.md,807,117,d0f17bb6df4e183d849c0fdc566375c0,yes,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-I-II-MERGED-ADDENDUMS-PROSE-ENFORCEMENT.md,VOLUME-I-II-MERGED-ADDENDUMS-PROSE-ENFORCEMENT.md,docs/canon/registered/volumes,.md,379,91,207c42635ae4ead91338e2dc90a3d8f3,no,no,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-I-WAVE-REVISION-GUIDE-CANON.md,VOLUME-I-WAVE-REVISION-GUIDE-CANON.md,docs/canon/registered/volumes,.md,17518,5536,0ae2e988db399f5034ca7340c0cfc587,yes,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-II-A-PR-PROMPT-RUNTIME-BINDING-SPEC.md,VOLUME-II-A-PR-PROMPT-RUNTIME-BINDING-SPEC.md,docs/canon/registered/volumes,.md,8,1,8adec8b5818a6f344993543a45460875,no,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-II-STORY-EVALUATION-CRITERIA.md,VOLUME-II-STORY-EVALUATION-CRITERIA.md,docs/canon/registered/volumes,.md,7038,2442,2b293e40fb64296fdc5e95bda71c1fe6,yes,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-III-EVALUATION-PIPELINE-ARCHITECTURE.md,VOLUME-III-EVALUATION-PIPELINE-ARCHITECTURE.md,docs/canon/registered/volumes,.md,605,149,10a1cd6e21d7e538476309703fe093b4,no,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-III-EVALUATION-PIPELINE-PASS-SYSTEM.md,VOLUME-III-EVALUATION-PIPELINE-PASS-SYSTEM.md,docs/canon/registered/volumes,.md,6,1,f0db47b6c0f5d436429efa55240d9192,no,no,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-III-FINAL-PIPELINE-DIAGRAM-STATE-MODEL.md,VOLUME-III-FINAL-PIPELINE-DIAGRAM-STATE-MODEL.md,docs/canon/registered/volumes,.md,7,1,d809b22184133d0d2bf77de567b41ffa,no,no,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-III-PIPELINE-API-JSON-SCHEMA.md,VOLUME-III-PIPELINE-API-JSON-SCHEMA.md,docs/canon/registered/volumes,.md,50,9,2961582ee1afce16e67f9c3d4eb078a4,no,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-III-PLATFORM-GOVERNANCE-CANON.md,VOLUME-III-PLATFORM-GOVERNANCE-CANON.md,docs/canon/registered/volumes,.md,9037,2805,d7501c947d1c4368425b7e482d21e811,yes,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-IV-AI-GOVERNANCE-CANON.md,VOLUME-IV-AI-GOVERNANCE-CANON.md,docs/canon/registered/volumes,.md,5032,1326,f34c736f073fee03b23c5a303ddc8f39,no,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-V-EXECUTION-ARCHITECTURE.md,VOLUME-V-EXECUTION-ARCHITECTURE.md,docs/canon/registered/volumes,.md,4623,1115,6b0f151f3692ae75f175f473d5a91812,yes,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/VOLUME-VI-GOVERNANCE-FRONTEND-VISIBILITY.md,VOLUME-VI-GOVERNANCE-FRONTEND-VISIBILITY.md,docs/canon/registered/volumes,.md,524,98,9cf456c5c5414bb6275337f4aaa97238,no,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/WAVE-31-LW.md,WAVE-31-LW.md,docs/canon/registered/volumes,.md,447,70,9a7d701aebd37a867cac74a9f382dcc2,no,yes,canon-volumes,secondary,,
docs/canon/registered/volumes/WAVE-55-L.md,WAVE-55-L.md,docs/canon/registered/volumes,.md,612,76,f32f27f136d7b21814fd154fcbd940d0,yes,yes,canon-volumes,secondary,,
docs/ci/node20-runtime-audit-198.md,node20-runtime-audit-198.md,docs/ci,.md,309,67,2c27a4ebc8a7167554b37f898d3f9df2,yes,yes,audit,draft,,
docs/decisions/2026-05-03_structural-coherence-scope-boundary.md,2026-05-03_structural-coherence-scope-boundary.md,docs/decisions,.md,361,54,51fc4cccdb87c0b096f5b717831e96c1,no,yes,docs-general,historical,,
docs/dialogue-speech-pov-canon-enforcement.md,dialogue-speech-pov-canon-enforcement.md,docs,.md,391,104,a2e28be1709e09d41a71f282cd6ce5f2,no,yes,docs-general,historical,,
docs/doctrine/OPERATING_RULES.md,OPERATING_RULES.md,docs/doctrine,.md,180,40,cab14a62c9a4e51b4102c346c81f62b5,no,yes,docs-general,historical,,
docs/doctrine/VOLUME_II_A_PR.md,VOLUME_II_A_PR.md,docs/doctrine,.md,1574,287,96d5836279858874e1f9c11ee8dfbcfc,no,yes,docs-general,historical,,
docs/env-contract.md,env-contract.md,docs,.md,572,69,14f27dab682b9fd262956746be1e5515,yes,yes,docs-general,historical,,
docs/errors/failure-codes.md,failure-codes.md,docs/errors,.md,147,31,b2d1a6857fa4d10d64ba5260f4b5e287,yes,no,docs-general,historical,,
docs/governance/BRANCH_PROTECTION_CHECKLIST.md,BRANCH_PROTECTION_CHECKLIST.md,docs/governance,.md,589,142,7077e001a7b85aede6e102695cae6de2,no,yes,docs-general,historical,,
docs/governance/CRITERIA_KEYS.md,CRITERIA_KEYS.md,docs/governance,.md,131,20,3ae633ee2fb86d2f751ffc24a492b56c,yes,no,docs-general,historical,,
docs/governance/STAGE2_CLOSURE.md,STAGE2_CLOSURE.md,docs/governance,.md,518,130,3b39d67803454dd50448c25d38b7fd1a,no,yes,docs-general,historical,,
docs/governance/STATUS_ENFORCEMENT_18_5_PLAN.md,STATUS_ENFORCEMENT_18_5_PLAN.md,docs/governance,.md,575,172,8d31e21ebf3311dcf4cb32f1d5d21ce7,yes,yes,planning,draft,,
docs/governance/U1_1_CONFIDENCE_WIRING_PLAN.md,U1_1_CONFIDENCE_WIRING_PLAN.md,docs/governance,.md,1512,286,86bf074ff474c71ffdf5cadbe534d4d1,yes,yes,planning,draft,,
docs/governance/U1_1_PR_BODY_TEMPLATE.md,U1_1_PR_BODY_TEMPLATE.md,docs/governance,.md,583,158,6993223274840f6ce22433588ecc5a04,no,no,docs-general,historical,,
docs/governance/llr-003-v2/01_LLR003_V2_SPEC.md,01_LLR003_V2_SPEC.md,docs/governance/llr-003-v2,.md,251,55,c5035f7137b941c9c29bb3c6f7d032ca,no,no,docs-general,historical,,
docs/jobs-endpoint-delivery.md,jobs-endpoint-delivery.md,docs,.md,720,184,1afd8dda8dbf01fe7b48470641e53ada,no,no,docs-general,historical,,
docs/jobs/CONTRACT.md,CONTRACT.md,docs/jobs,.md,796,199,3d14b5a123ad59951a5aae5167f6c374,no,no,docs-general,historical,,
docs/jobs/PRODUCTION_READINESS.md,PRODUCTION_READINESS.md,docs/jobs,.md,1805,559,7c461bd68f37e956a5929a01d5b383a1,no,yes,docs-general,historical,,
docs/jobs/UI_CONTRACT.md,UI_CONTRACT.md,docs/jobs,.md,796,198,4abc7acdefa7a42d1c971c073872c0cb,no,no,docs-general,historical,,
docs/jobs/UI_CONTRACT_COMPLIANCE.md,UI_CONTRACT_COMPLIANCE.md,docs/jobs,.md,638,150,f72ff67c3f93fe14fbe7ca3ce432382e,no,no,docs-general,historical,,
docs/operations/EMERGENCY_HOTFIX_POLICY.md,EMERGENCY_HOTFIX_POLICY.md,docs/operations,.md,269,49,37d07dba6ea36fe764dbc654c14ae8ab,no,no,docs-general,historical,,
docs/operations/OPERATIONS_HARDENING_RUNBOOK.md,OPERATIONS_HARDENING_RUNBOOK.md,docs/operations,.md,1512,370,9bf43e3c68df8a07b0d8c5af25e5a062,no,yes,runbook,runbook,,
docs/operations/OPERATIONS_HARDENING_SPEC.md,OPERATIONS_HARDENING_SPEC.md,docs/operations,.md,642,248,f521abac55e92e47596292a51a1a583d,no,yes,docs-general,historical,,
docs/operations/PACK_F_EXECUTION_CONTRACT.md,PACK_F_EXECUTION_CONTRACT.md,docs/operations,.md,572,197,43834753d7e6222529d0e1c158ed34f7,no,no,docs-general,historical,,
docs/operations/PHASE1_PR_REVIEW_RUBRIC.md,PHASE1_PR_REVIEW_RUBRIC.md,docs/operations,.md,669,181,5cb42b7b67714cae7af9c32b31308a2f,no,yes,docs-general,historical,,
docs/operations/PR_AUTHOR_SELF_CHECK.md,PR_AUTHOR_SELF_CHECK.md,docs/operations,.md,227,42,a1b6917e907b8b9f547a7fc739ee3f51,no,no,docs-general,historical,,
docs/operations/PR_COMPACT_GATES.md,PR_COMPACT_GATES.md,docs/operations,.md,161,33,22b002b1ab5ff48de83a1cb83e95b6f4,no,no,docs-general,historical,,
docs/operations/PR_REVIEWER_GATES.md,PR_REVIEWER_GATES.md,docs/operations,.md,396,90,2b8e20d8c968322af436c1aacb890c77,no,no,docs-general,historical,,
docs/operations/SOAK_CHAOS_HARNESS_SPEC.md,SOAK_CHAOS_HARNESS_SPEC.md,docs/operations,.md,343,168,75c6bbe03fe631d6795c0f9030cbd382,no,no,docs-general,historical,,
docs/operations/audits/2026-04-16_pass3_reducer_closeout.md,2026-04-16_pass3_reducer_closeout.md,docs/operations/audits,.md,451,111,77c514cf27049e8b03df8233359e1f06,no,yes,audit,draft,,
docs/operations/audits/2026-04-16_phase3_governed_pipeline_cutover.md,2026-04-16_phase3_governed_pipeline_cutover.md,docs/operations/audits,.md,548,192,0cd34a41daacace980d7e5653d5c8ec5,no,yes,audit,draft,,
docs/operations/audits/2026-04-23_eval2-e2e-production-closure.md,2026-04-23_eval2-e2e-production-closure.md,docs/operations/audits,.md,519,96,c16a07b903e949aebed98a41ccbaefe3,yes,yes,audit,draft,,
docs/operations/evidence/RUN_TEMPLATE.md,RUN_TEMPLATE.md,docs/operations/evidence,.md,42,34,e17ca49187774f52148b502330bc0ad6,no,no,evidence,evidence,,
docs/operations/evidence/SUMMARY.md,SUMMARY.md,docs/operations/evidence,.md,372,50,3a3d564b0a580ab38fa1d0fc2f72baed,no,no,evidence,evidence,,
docs/operations/evidence/runs/2026-03-19_2.1_packA_parity_run1/summary.md,summary.md,docs/operations/evidence/runs/2026-03-19_2.1_packA_parity_run1,.md,104,26,14bc7a82e835d0439dcf20d3d40e196c,no,no,evidence,evidence,summary.md,
docs/operations/evidence/runs/2026-03-19_2.2_packC_golden_run1/summary.md,summary.md,docs/operations/evidence/runs/2026-03-19_2.2_packC_golden_run1,.md,96,30,dae16f0e74889f6a4288283f9f5303e1,no,no,evidence,evidence,summary.md,
docs/operations/evidence/runs/2026-03-19_2.3_packD_reliability_run1/packD_apply_reliability_report.md,packD_apply_reliability_report.md,docs/operations/evidence/runs/2026-03-19_2.3_packD_reliability_run1,.md,34,18,2558f391e05c71e864050b13d3f75a98,no,no,evidence,evidence,,
docs/operations/evidence/runs/2026-03-19_2.3_packD_reliability_run1/summary.md,summary.md,docs/operations/evidence/runs/2026-03-19_2.3_packD_reliability_run1,.md,93,33,febfc9fdbd8f87f4d703fc00f3e1a787,no,no,evidence,evidence,summary.md,
docs/operations/evidence/runs/2026-03-19_2.5_stage_validation_gate_run/pack25_stage_validation_report.md,pack25_stage_validation_report.md,docs/operations/evidence/runs/2026-03-19_2.5_stage_validation_gate_run,.md,113,38,3ba2c30eb9ee5034d600240ad96f5f91,no,no,evidence,evidence,pack25_stage_validation_report.md,
docs/operations/evidence/runs/2026-03-19_2.5_stage_validation_matrix_run2/pack25_stage_validation_report.md,pack25_stage_validation_report.md,docs/operations/evidence/runs/2026-03-19_2.5_stage_validation_matrix_run2,.md,88,35,c10c3a11d4a71b5afc0c0f71c76db3dc,no,no,evidence,evidence,pack25_stage_validation_report.md,
docs/operations/evidence/runs/2026-03-19_2.5_stage_validation_run1/pack25_stage_validation_report.md,pack25_stage_validation_report.md,docs/operations/evidence/runs/2026-03-19_2.5_stage_validation_run1,.md,38,21,7be76a08a292a6fe341594080a2901ab,no,no,evidence,evidence,pack25_stage_validation_report.md,
docs/operations/evidence/runs/2026-03-19_2.6_a6_report_run1/a6_report.md,a6_report.md,docs/operations/evidence/runs/2026-03-19_2.6_a6_report_run1,.md,209,113,e752cb0a263e635e321eaf3613cd938e,no,no,evidence,evidence,,
docs/operations/evidence/runs/2026-03-19_packF_debug_1k/summary.md,summary.md,docs/operations/evidence/runs/2026-03-19_packF_debug_1k,.md,89,37,a3c6b7e2844b4f0128b13b3257a89e58,no,no,evidence,evidence,summary.md,
docs/operations/evidence/runs/2026-03-19_packF_qualification_100k/summary.md,summary.md,docs/operations/evidence/runs/2026-03-19_packF_qualification_100k,.md,89,37,8764b0945aa700f83987804791017068,no,no,evidence,evidence,summary.md,
docs/operations/evidence/runs/2026-03-19_packF_stability_10k/summary.md,summary.md,docs/operations/evidence/runs/2026-03-19_packF_stability_10k,.md,89,37,c50ff1090c4c8a06fd451464f21ff980,no,no,evidence,evidence,summary.md,
docs/operations/evidence/runs/2026-03-20T05-43-20-085Z_phase2.7_real_run_01/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-03-20T05-43-20-085Z_phase2.7_real_run_01,.md,238,48,6e8307ab16ab785590d415fa782da1ca,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-03-20_engine_hardening_pass1/notes.md,notes.md,docs/operations/evidence/runs/2026-03-20_engine_hardening_pass1,.md,18,3,4af83a96e0cdcbea3d65e6f4ee632139,no,no,evidence,evidence,,
docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live,.md,191,39,a445d5a33d15766d94089692383f9cb4,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_final/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_final,.md,195,42,2e42fe20cea9ce072a24f20ec50060f1,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_replay_4000/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_replay_4000,.md,191,39,4a9086ff111387226b0b563b5d1cd36a,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_replay_4000e/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_replay_4000e,.md,206,51,1cccc539ebc7fad12c5858a1e0c9c12f,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_replay_postfix/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_replay_postfix,.md,190,39,6fef697cce7fe92fade5a5f2d6e2a998,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_replay_postfix_t180/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_replay_postfix_t180,.md,203,50,75894f1cf6933fb09829db1aeaa7f965,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_replay_postfix_t180b/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_replay_postfix_t180b,.md,200,49,c95e1ac8c465e1129dfe1733d5597cbf,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_retry1/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-04-14_ch11b_final_v7_live_retry1,.md,195,42,313ae89e36c614fc066a413a6c31ca5c,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-04-15_post129-post132_real_run_01/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-04-15_post129-post132_real_run_01,.md,196,39,04369016e64d020a5f9fff174c19c2c4,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,04369016e64d020a5f9fff174c19c2c4
docs/operations/evidence/runs/2026-04-26T21-30-17-618Z/summary.md,summary.md,docs/operations/evidence/runs/2026-04-26T21-30-17-618Z,.md,87,37,5256edfb4f6f3c74b9e0ef33dba58c99,no,no,evidence,evidence,summary.md,
docs/operations/evidence/runs/2026-04-26T21-32-48-713Z/summary.md,summary.md,docs/operations/evidence/runs/2026-04-26T21-32-48-713Z,.md,87,37,d179db0c1dad60118fe8082f27111d6d,no,no,evidence,evidence,summary.md,
docs/operations/evidence/runs/2026-05-03_README.md,2026-05-03_README.md,docs/operations/evidence/runs,.md,292,51,d308e1b3e1c21652c4666a1745a3bb9b,no,yes,evidence,evidence,,
docs/operations/evidence/runs/2026-05-03_canary_broken_main/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-05-03_canary_broken_main,.md,192,49,7c850c47ced0b896c11475244e9d6f84,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-05-03_canary_weak_main/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-05-03_canary_weak_main,.md,193,50,e964060a6c7371a54191360c5a12e78a,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-05-03_froggin-noggin_canary_main/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-05-03_froggin-noggin_canary_main,.md,197,49,9e249e0bc2c390b83194d8d8c2e16c24,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/evidence/runs/2026-05-04_85k_rerun_after_288/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,docs/operations/evidence/runs/2026-05-04_85k_rerun_after_288,.md,191,50,d9cdcd747f7a356ce224c151cbf80458,no,yes,evidence,evidence,PHASE_2_7_REAL_RUN_01.md,
docs/operations/runbooks/SUPABASE_AUDIT_RECONCILIATION_PLAN_2026-04-01.md,SUPABASE_AUDIT_RECONCILIATION_PLAN_2026-04-01.md,docs/operations/runbooks,.md,2512,641,1af17eb2b448879671c709ece17660fa,yes,yes,runbook,runbook,,
docs/pr/287-pass3-telemetry-persistence.md,287-pass3-telemetry-persistence.md,docs/pr,.md,636,146,9ab1562de3437cd61897c0471a2103d2,no,yes,planning,draft,,
docs/pr/u1.1-confidence-wiring.md,u1.1-confidence-wiring.md,docs/pr,.md,218,35,6b07d71be0164e0aa220c31c82a0b6f1,no,no,planning,draft,,
docs/prs/a4-claim-job-atomic.md,a4-claim-job-atomic.md,docs/prs,.md,231,32,25147c52be19ab182d658e0d155d224c,yes,yes,planning,draft,,
docs/prs/block-b-atomicity-boundary-switch-pr-body.md,block-b-atomicity-boundary-switch-pr-body.md,docs/prs,.md,463,169,4654cd901638ae81b4511e9ce00a2d05,no,yes,planning,draft,,
docs/prs/block-b-atomicity-migration-pr-body.md,block-b-atomicity-migration-pr-body.md,docs/prs,.md,295,105,4bbfa422e285d7f02449846cd8195b69,no,yes,planning,draft,,
docs/prs/canonical-vocabulary.md,canonical-vocabulary.md,docs/prs,.md,671,174,3c0139559f1a8126128e2849f90a5349,no,yes,planning,draft,,
docs/prs/persist-evaluation-v2-atomic-ambiguity-hotfix-pr-body.md,persist-evaluation-v2-atomic-ambiguity-hotfix-pr-body.md,docs/prs,.md,546,129,cc300709052c859b0fd6a4f85acbe195,no,yes,planning,draft,,
docs/qc-gate2-evidence.md,qc-gate2-evidence.md,docs,.md,336,90,46c240a01ed3b5bdbfef767f0a968867,no,no,docs-general,historical,,
docs/rationale/LESSONS_LEARNED_PHASE_2_7.md,LESSONS_LEARNED_PHASE_2_7.md,docs/rationale,.md,787,202,0dd74e8d4fa0dd8221d6723a92782335,no,yes,docs-general,historical,,
docs/release/PHASE_D2_AGENT_TRUST_OUTPUTS.md,PHASE_D2_AGENT_TRUST_OUTPUTS.md,docs/release,.md,743,174,1ee43cd91cf353e6e418b943d76e176c,no,no,docs-general,historical,,
docs/release/PHASE_D_RELEASE_CERTIFICATE_v1.0.1.md,PHASE_D_RELEASE_CERTIFICATE_v1.0.1.md,docs/release,.md,757,213,477ce25d31f4d359af1419fa69853214,yes,no,docs-general,historical,,
docs/release/PHASE_D_RELEASE_GATES_v1.md,PHASE_D_RELEASE_GATES_v1.md,docs/release,.md,1278,328,2e14588d610ee250510412d519ad2f67,yes,no,docs-general,historical,,
docs/release/PHASE_D_RELEASE_READINESS.md,PHASE_D_RELEASE_READINESS.md,docs/release,.md,873,173,64cfa4d68b9b542cf16c11d00d544dd4,yes,no,docs-general,historical,,
docs/release/RRS_CALCULATOR_v1.md,RRS_CALCULATOR_v1.md,docs/release,.md,868,239,070b99838fd0806695bf237c68b716bc,no,no,docs-general,historical,,
docs/roadmap/README.md,README.md,docs/roadmap,.md,120,21,2d8a9b37f8e3d07488edbac6c326e9d9,yes,yes,planning,draft,README.md,
